[rosmaster.main][INFO] 2023-06-29 19:33:24,348: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2023-06-29 19:33:24,348: Starting ROS Master Node
[rosmaster.master][INFO] 2023-06-29 19:33:25,162: publisherUpdate[/tf] -> http://1befdf600173:45751/ ['http://1befdf600173:34301/', 'http://1befdf600173:45751/']
[rosmaster.master][INFO] 2023-06-29 19:33:25,170: +SUB [/tf] /tf2_web_republisher http://1befdf600173:36199/
[rosmaster.master][INFO] 2023-06-29 19:33:25,172: +SUB [/tf_static] /tf2_web_republisher http://1befdf600173:36199/
[rosmaster.master][INFO] 2023-06-29 19:33:25,173: +SERVICE [/republish_tfs] /tf2_web_republisher http://1befdf600173:36199/
[rosmaster.master][INFO] 2023-06-29 19:33:25,174: +PUB [/tf2_web_republisher/result] /tf2_web_republisher http://1befdf600173:36199/
[rosmaster.master][INFO] 2023-06-29 19:33:25,176: +PUB [/tf2_web_republisher/feedback] /tf2_web_republisher http://1befdf600173:36199/
[rosmaster.master][INFO] 2023-06-29 19:33:25,177: +PUB [/tf2_web_republisher/status] /tf2_web_republisher http://1befdf600173:36199/
[rosmaster.master][INFO] 2023-06-29 19:33:25,181: +PUB [/rosout] /run_robot_pose_publisher http://1befdf600173:36385/
[rosmaster.master][INFO] 2023-06-29 19:33:25,182: +SERVICE [/run_robot_pose_publisher/get_loggers] /run_robot_pose_publisher http://1befdf600173:36385/
[rosmaster.master][INFO] 2023-06-29 19:33:25,183: +SERVICE [/run_robot_pose_publisher/set_logger_level] /run_robot_pose_publisher http://1befdf600173:36385/
[rosmaster.master][INFO] 2023-06-29 19:33:25,200: +SUB [/tf2_web_republisher/goal] /tf2_web_republisher http://1befdf600173:36199/
[rosmaster.master][INFO] 2023-06-29 19:33:25,201: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/']
[rosmaster.master][INFO] 2023-06-29 19:33:25,207: +SUB [/clock] /run_robot_pose_publisher http://1befdf600173:36385/
[rosmaster.master][INFO] 2023-06-29 19:33:25,216: +PUB [/robot_pose] /run_robot_pose_publisher http://1befdf600173:36385/
[rosmaster.master][INFO] 2023-06-29 19:33:25,218: +SUB [/tf2_web_republisher/cancel] /tf2_web_republisher http://1befdf600173:36199/
[rosmaster.master][INFO] 2023-06-29 19:33:25,219: +SUB [/tf] /run_robot_pose_publisher http://1befdf600173:36385/
[rosmaster.master][INFO] 2023-06-29 19:33:25,234: +SUB [/tf_static] /run_robot_pose_publisher http://1befdf600173:36385/
[rosmaster.master][INFO] 2023-06-29 19:33:25,266: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/']: sec=0.05, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:33:25,267: publisherUpdate[/tf] -> http://1befdf600173:45751/ ['http://1befdf600173:34301/', 'http://1befdf600173:45751/']: sec=0.10, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:33:25,267: +PUB [/turtlebot3_slam_gmapping/entropy] /turtlebot3_slam_gmapping http://1befdf600173:45751/
[rosmaster.master][INFO] 2023-06-29 19:33:25,271: +PUB [/map] /turtlebot3_slam_gmapping http://1befdf600173:45751/
[rosmaster.master][INFO] 2023-06-29 19:33:25,273: +PUB [/map_metadata] /turtlebot3_slam_gmapping http://1befdf600173:45751/
[rosmaster.master][INFO] 2023-06-29 19:33:25,276: +SERVICE [/dynamic_map] /turtlebot3_slam_gmapping http://1befdf600173:45751/
[rosmaster.master][INFO] 2023-06-29 19:33:25,294: +SUB [/scan] /turtlebot3_slam_gmapping http://1befdf600173:45751/
[rosmaster.master][INFO] 2023-06-29 19:33:26,101: +PUB [/rosout] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,112: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/', 'http://1befdf600173:36263/']
[rosmaster.master][INFO] 2023-06-29 19:33:26,113: +SUB [/clock] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,116: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/', 'http://1befdf600173:36263/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:33:26,119: +SERVICE [/rosapi/get_loggers] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,132: +SERVICE [/rosapi/set_logger_level] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,148: +SERVICE [/rosapi/topics] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,150: +SERVICE [/rosapi/topics_for_type] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,151: +SERVICE [/rosapi/services] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,153: +SERVICE [/rosapi/services_for_type] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,182: +SERVICE [/rosapi/nodes] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,203: +SERVICE [/rosapi/node_details] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,229: +SERVICE [/rosapi/action_servers] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,249: +SERVICE [/rosapi/topic_type] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,286: +SERVICE [/rosapi/service_type] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,287: +SERVICE [/rosapi/publishers] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,294: +SERVICE [/rosapi/subscribers] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,297: +SERVICE [/rosapi/service_providers] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,298: +SERVICE [/rosapi/service_node] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,301: +SERVICE [/rosapi/service_host] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,304: +SERVICE [/rosapi/message_details] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,306: +SERVICE [/rosapi/service_request_details] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,310: +SERVICE [/rosapi/service_response_details] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,311: +SERVICE [/rosapi/set_param] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,312: +SERVICE [/rosapi/get_param] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,314: +SERVICE [/rosapi/has_param] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,314: +SERVICE [/rosapi/search_param] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,315: +SERVICE [/rosapi/delete_param] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,316: +SERVICE [/rosapi/get_param_names] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,318: +SERVICE [/rosapi/get_time] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,318: +SERVICE [/rosapi/topics_and_raw_types] /rosapi http://1befdf600173:36263/
[rosmaster.master][INFO] 2023-06-29 19:33:26,332: +CACHEDPARAM [/rosout_disable_topics_generation] by /rosapi
[rosmaster.master][INFO] 2023-06-29 19:33:26,334: +CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.master][INFO] 2023-06-29 19:33:26,812: +PUB [/rosout] /webserver http://1befdf600173:46871/
[rosmaster.master][INFO] 2023-06-29 19:33:26,817: +SUB [/clock] /webserver http://1befdf600173:46871/
[rosmaster.master][INFO] 2023-06-29 19:33:26,826: +SERVICE [/webserver/get_loggers] /webserver http://1befdf600173:46871/
[rosmaster.master][INFO] 2023-06-29 19:33:26,827: +SERVICE [/webserver/set_logger_level] /webserver http://1befdf600173:46871/
[rosmaster.master][INFO] 2023-06-29 19:33:26,829: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/', 'http://1befdf600173:36263/', 'http://1befdf600173:46871/']
[rosmaster.master][INFO] 2023-06-29 19:33:26,831: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/', 'http://1befdf600173:36263/', 'http://1befdf600173:46871/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:33:27,132: +PUB [/rosout] /spawn_urdf http://1befdf600173:33359/
[rosmaster.master][INFO] 2023-06-29 19:33:27,137: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/', 'http://1befdf600173:36263/', 'http://1befdf600173:46871/', 'http://1befdf600173:33359/']
[rosmaster.master][INFO] 2023-06-29 19:33:27,144: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/', 'http://1befdf600173:36263/', 'http://1befdf600173:46871/', 'http://1befdf600173:33359/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:33:27,144: +SUB [/clock] /spawn_urdf http://1befdf600173:33359/
[rosmaster.master][INFO] 2023-06-29 19:33:27,149: +SERVICE [/spawn_urdf/get_loggers] /spawn_urdf http://1befdf600173:33359/
[rosmaster.master][INFO] 2023-06-29 19:33:27,150: +SERVICE [/spawn_urdf/set_logger_level] /spawn_urdf http://1befdf600173:33359/
[rosmaster.master][INFO] 2023-06-29 19:33:27,152: +CACHEDPARAM [/rosout_disable_topics_generation] by /spawn_urdf
[rosmaster.master][INFO] 2023-06-29 19:33:27,159: +CACHEDPARAM [/rosout_disable_topics_generation] by /spawn_urdf
[rosmaster.master][INFO] 2023-06-29 19:33:28,166: +PUB [/rosout] /rosbridge_websocket http://1befdf600173:36279/
[rosmaster.master][INFO] 2023-06-29 19:33:28,175: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/', 'http://1befdf600173:36263/', 'http://1befdf600173:46871/', 'http://1befdf600173:33359/', 'http://1befdf600173:36279/']
[rosmaster.master][INFO] 2023-06-29 19:33:28,187: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/', 'http://1befdf600173:36263/', 'http://1befdf600173:46871/', 'http://1befdf600173:33359/', 'http://1befdf600173:36279/']: sec=0.01, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:33:28,203: +SUB [/clock] /rosbridge_websocket http://1befdf600173:36279/
[rosmaster.master][INFO] 2023-06-29 19:33:28,207: +SERVICE [/rosbridge_websocket/get_loggers] /rosbridge_websocket http://1befdf600173:36279/
[rosmaster.master][INFO] 2023-06-29 19:33:28,209: +SERVICE [/rosbridge_websocket/set_logger_level] /rosbridge_websocket http://1befdf600173:36279/
[rosmaster.master][INFO] 2023-06-29 19:33:28,217: +PUB [/client_count] /rosbridge_websocket http://1befdf600173:36279/
[rosmaster.master][INFO] 2023-06-29 19:33:28,218: +PUB [/connected_clients] /rosbridge_websocket http://1befdf600173:36279/
[rosmaster.master][INFO] 2023-06-29 19:33:28,220: +PARAM [/rosbridge_websocket/actual_port] by /rosbridge_websocket
[rosmaster.master][INFO] 2023-06-29 19:33:28,232: +CACHEDPARAM [/rosout_disable_topics_generation] by /rosbridge_websocket
[rosmaster.master][INFO] 2023-06-29 19:33:28,309: +PUB [/rosout] /gazebo http://1befdf600173:40613/
[rosmaster.master][INFO] 2023-06-29 19:33:28,310: +SERVICE [/gazebo/get_loggers] /gazebo http://1befdf600173:40613/
[rosmaster.master][INFO] 2023-06-29 19:33:28,310: +SERVICE [/gazebo/set_logger_level] /gazebo http://1befdf600173:40613/
[rosmaster.master][INFO] 2023-06-29 19:33:28,312: +SUB [/clock] /gazebo http://1befdf600173:40613/
[rosmaster.master][INFO] 2023-06-29 19:33:28,316: +CACHEDPARAM [/rosout_disable_topics_generation] by /gazebo
[rosmaster.master][INFO] 2023-06-29 19:33:28,382: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/', 'http://1befdf600173:36263/', 'http://1befdf600173:46871/', 'http://1befdf600173:33359/', 'http://1befdf600173:36279/', 'http://1befdf600173:40613/']
[rosmaster.master][INFO] 2023-06-29 19:33:28,383: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/', 'http://1befdf600173:36263/', 'http://1befdf600173:46871/', 'http://1befdf600173:33359/', 'http://1befdf600173:36279/', 'http://1befdf600173:40613/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:33:28,552: +PUB [/rosout] /gazebo_gui http://1befdf600173:39347/
[rosmaster.master][INFO] 2023-06-29 19:33:28,553: +SERVICE [/gazebo_gui/get_loggers] /gazebo_gui http://1befdf600173:39347/
[rosmaster.master][INFO] 2023-06-29 19:33:28,554: +SERVICE [/gazebo_gui/set_logger_level] /gazebo_gui http://1befdf600173:39347/
[rosmaster.master][INFO] 2023-06-29 19:33:28,562: +SUB [/clock] /gazebo_gui http://1befdf600173:39347/
[rosmaster.master][INFO] 2023-06-29 19:33:28,566: +CACHEDPARAM [/rosout_disable_topics_generation] by /gazebo_gui
[rosmaster.master][INFO] 2023-06-29 19:33:28,618: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/', 'http://1befdf600173:36263/', 'http://1befdf600173:46871/', 'http://1befdf600173:33359/', 'http://1befdf600173:36279/', 'http://1befdf600173:40613/', 'http://1befdf600173:39347/']
[rosmaster.master][INFO] 2023-06-29 19:33:28,645: publisherUpdate[/rosout] -> http://1befdf600173:35371/ ['http://1befdf600173:45751/', 'http://1befdf600173:34301/', 'http://1befdf600173:36199/', 'http://1befdf600173:36385/', 'http://1befdf600173:36263/', 'http://1befdf600173:46871/', 'http://1befdf600173:33359/', 'http://1befdf600173:36279/', 'http://1befdf600173:40613/', 'http://1befdf600173:39347/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:33:29,002: +PUB [/clock] /gazebo http://1befdf600173:40613/
