[rosmaster.main][INFO] 2023-06-29 19:34:30,965: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2023-06-29 19:34:30,965: Starting ROS Master Node
[rosmaster.master][INFO] 2023-06-29 19:34:31,088: +PARAM [/amcl/laser_z_max] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,088: +PARAM [/amcl/laser_z_rand] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,088: +PARAM [/amcl/laser_sigma_hit] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,088: +PARAM [/amcl/laser_lambda_short] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,089: +PARAM [/amcl/laser_likelihood_max_dist] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,089: +PARAM [/amcl/laser_model_type] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,089: +PARAM [/amcl/odom_model_type] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,089: +PARAM [/amcl/odom_alpha1] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,089: +PARAM [/amcl/odom_alpha2] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,089: +PARAM [/amcl/odom_alpha3] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,090: +PARAM [/amcl/odom_alpha4] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,090: +PARAM [/amcl/odom_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,090: +PARAM [/amcl/base_frame_id] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,090: +PARAM [/move_base/global_costmap/obstacle_range] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,090: +PARAM [/move_base/global_costmap/raytrace_range] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,090: +PARAM [/move_base/global_costmap/footprint] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,090: +PARAM [/move_base/global_costmap/inflation_radius] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,091: +PARAM [/move_base/global_costmap/cost_scaling_factor] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,091: +PARAM [/move_base/global_costmap/map_type] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,091: +PARAM [/move_base/global_costmap/observation_sources] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,091: +PARAM [/move_base/global_costmap/scan/sensor_frame] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,091: +PARAM [/move_base/global_costmap/scan/data_type] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,091: +PARAM [/move_base/global_costmap/scan/topic] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,092: +PARAM [/move_base/global_costmap/scan/marking] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,092: +PARAM [/move_base/global_costmap/scan/clearing] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,092: +PARAM [/move_base/local_costmap/obstacle_range] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,092: +PARAM [/move_base/local_costmap/raytrace_range] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,092: +PARAM [/move_base/local_costmap/footprint] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,092: +PARAM [/move_base/local_costmap/inflation_radius] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,092: +PARAM [/move_base/local_costmap/cost_scaling_factor] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,092: +PARAM [/move_base/local_costmap/map_type] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/observation_sources] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/scan/sensor_frame] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/scan/data_type] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/scan/topic] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/scan/marking] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/scan/clearing] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/global_frame] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/robot_base_frame] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/update_frequency] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/publish_frequency] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/transform_tolerance] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/static_map] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/rolling_window] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/width] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/height] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/local_costmap/resolution] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/global_costmap/global_frame] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/global_costmap/robot_base_frame] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/global_costmap/update_frequency] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,093: +PARAM [/move_base/global_costmap/publish_frequency] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/global_costmap/transform_tolerance] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/global_costmap/static_map] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/shutdown_costmaps] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/controller_frequency] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/planner_patience] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/controller_patience] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/conservative_reset_dist] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/planner_frequency] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/oscillation_timeout] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/oscillation_distance] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/DWAPlannerROS/max_vel_x] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/DWAPlannerROS/min_vel_x] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/DWAPlannerROS/max_vel_y] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/DWAPlannerROS/min_vel_y] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/DWAPlannerROS/max_vel_trans] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/DWAPlannerROS/min_vel_trans] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/DWAPlannerROS/max_vel_theta] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,094: +PARAM [/move_base/DWAPlannerROS/min_vel_theta] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,095: +PARAM [/move_base/DWAPlannerROS/acc_lim_x] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,095: +PARAM [/move_base/DWAPlannerROS/acc_lim_y] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,095: +PARAM [/move_base/DWAPlannerROS/acc_lim_theta] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,095: +PARAM [/move_base/DWAPlannerROS/xy_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,095: +PARAM [/move_base/DWAPlannerROS/yaw_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,096: +PARAM [/move_base/DWAPlannerROS/latch_xy_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,097: +PARAM [/move_base/DWAPlannerROS/sim_time] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,098: +PARAM [/move_base/DWAPlannerROS/vx_samples] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,098: +PARAM [/move_base/DWAPlannerROS/vy_samples] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,098: +PARAM [/move_base/DWAPlannerROS/vth_samples] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,098: +PARAM [/move_base/DWAPlannerROS/controller_frequency] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,099: +PARAM [/move_base/DWAPlannerROS/path_distance_bias] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,099: +PARAM [/move_base/DWAPlannerROS/goal_distance_bias] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,099: +PARAM [/move_base/DWAPlannerROS/occdist_scale] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,099: +PARAM [/move_base/DWAPlannerROS/forward_point_distance] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,099: +PARAM [/move_base/DWAPlannerROS/stop_time_buffer] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,099: +PARAM [/move_base/DWAPlannerROS/scaling_speed] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,100: +PARAM [/move_base/DWAPlannerROS/max_scaling_factor] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,100: +PARAM [/move_base/DWAPlannerROS/oscillation_reset_dist] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,101: +PARAM [/move_base/DWAPlannerROS/publish_traj_pc] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,101: +PARAM [/move_base/DWAPlannerROS/publish_cost_grid_pc] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,101: +PARAM [/move_base/base_local_planner] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,102: +PARAM [/rosbridge_websocket/authenticate] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,102: +PARAM [/rosbridge_websocket/port] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,102: +PARAM [/rosbridge_websocket/address] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,102: +PARAM [/rosbridge_websocket/retry_startup_delay] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,103: +PARAM [/rosbridge_websocket/fragment_timeout] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,103: +PARAM [/rosbridge_websocket/delay_between_messages] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,103: +PARAM [/rosbridge_websocket/max_message_size] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,103: +PARAM [/rosbridge_websocket/unregister_timeout] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,104: +PARAM [/rosbridge_websocket/use_compression] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,104: +PARAM [/rosbridge_websocket/websocket_ping_interval] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,104: +PARAM [/rosbridge_websocket/websocket_ping_timeout] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,104: +PARAM [/rosbridge_websocket/websocket_external_port] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,105: +PARAM [/rosbridge_websocket/topics_glob] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,105: +PARAM [/rosbridge_websocket/services_glob] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,105: +PARAM [/rosbridge_websocket/params_glob] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,105: +PARAM [/rosbridge_websocket/bson_only_mode] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,106: +PARAM [/rosapi/topics_glob] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,101: +SERVICE [/rosout/get_loggers] /rosout http://1befdf600173:42213/
[rosmaster.master][INFO] 2023-06-29 19:34:31,106: +PARAM [/rosapi/services_glob] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,110: +PARAM [/rosapi/params_glob] by /roslaunch
[rosmaster.master][INFO] 2023-06-29 19:34:31,109: +SERVICE [/rosout/set_logger_level] /rosout http://1befdf600173:42213/
[rosmaster.master][INFO] 2023-06-29 19:34:31,113: +SUB [/clock] /rosout http://1befdf600173:42213/
[rosmaster.master][INFO] 2023-06-29 19:34:31,114: +PUB [/rosout_agg] /rosout http://1befdf600173:42213/
[rosmaster.master][INFO] 2023-06-29 19:34:31,116: +SUB [/rosout] /rosout http://1befdf600173:42213/
[rosmaster.master][INFO] 2023-06-29 19:34:31,313: +PUB [/rosout] /robot_state_publisher http://1befdf600173:42565/
[rosmaster.master][INFO] 2023-06-29 19:34:31,313: +SERVICE [/robot_state_publisher/get_loggers] /robot_state_publisher http://1befdf600173:42565/
[rosmaster.master][INFO] 2023-06-29 19:34:31,314: +SERVICE [/robot_state_publisher/set_logger_level] /robot_state_publisher http://1befdf600173:42565/
[rosmaster.master][INFO] 2023-06-29 19:34:31,320: +SUB [/clock] /robot_state_publisher http://1befdf600173:42565/
[rosmaster.master][INFO] 2023-06-29 19:34:31,327: +PUB [/tf] /robot_state_publisher http://1befdf600173:42565/
[rosmaster.master][INFO] 2023-06-29 19:34:31,327: +PUB [/tf_static] /robot_state_publisher http://1befdf600173:42565/
[rosmaster.master][INFO] 2023-06-29 19:34:31,330: +SUB [/joint_states] /robot_state_publisher http://1befdf600173:42565/
[rosmaster.master][INFO] 2023-06-29 19:34:31,369: publisherUpdate[/rosout] -> http://1befdf600173:42213/ ['http://1befdf600173:42565/']
[rosmaster.master][INFO] 2023-06-29 19:34:31,405: publisherUpdate[/rosout] -> http://1befdf600173:42213/ ['http://1befdf600173:42565/']: sec=0.04, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:34:31,445: +PUB [/rosout] /map_server http://1befdf600173:33251/
[rosmaster.master][INFO] 2023-06-29 19:34:31,445: +SERVICE [/map_server/get_loggers] /map_server http://1befdf600173:33251/
[rosmaster.master][INFO] 2023-06-29 19:34:31,446: +SERVICE [/map_server/set_logger_level] /map_server http://1befdf600173:33251/
[rosmaster.master][INFO] 2023-06-29 19:34:31,475: publisherUpdate[/rosout] -> http://1befdf600173:42213/ ['http://1befdf600173:42565/', 'http://1befdf600173:33251/']
[rosmaster.master][INFO] 2023-06-29 19:34:31,489: +SUB [/clock] /map_server http://1befdf600173:33251/
[rosmaster.master][INFO] 2023-06-29 19:34:31,492: +SERVICE [/static_map] /map_server http://1befdf600173:33251/
[rosmaster.master][INFO] 2023-06-29 19:34:31,495: +SERVICE [/change_map] /map_server http://1befdf600173:33251/
[rosmaster.master][INFO] 2023-06-29 19:34:31,496: +PUB [/map_metadata] /map_server http://1befdf600173:33251/
[rosmaster.master][INFO] 2023-06-29 19:34:31,497: +PUB [/map] /map_server http://1befdf600173:33251/
[rosmaster.master][INFO] 2023-06-29 19:34:31,500: +CACHEDPARAM [/rosout_disable_topics_generation] by /map_server
[rosmaster.master][INFO] 2023-06-29 19:34:31,533: +PUB [/rosout] /amcl http://1befdf600173:33187/
[rosmaster.master][INFO] 2023-06-29 19:34:31,546: publisherUpdate[/rosout] -> http://1befdf600173:42213/ ['http://1befdf600173:42565/', 'http://1befdf600173:33251/']: sec=0.07, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:34:31,546: publisherUpdate[/rosout] -> http://1befdf600173:42213/ ['http://1befdf600173:42565/', 'http://1befdf600173:33251/', 'http://1befdf600173:33187/']
[rosmaster.master][INFO] 2023-06-29 19:34:31,547: +SERVICE [/amcl/get_loggers] /amcl http://1befdf600173:33187/
[rosmaster.master][INFO] 2023-06-29 19:34:31,566: publisherUpdate[/rosout] -> http://1befdf600173:42213/ ['http://1befdf600173:42565/', 'http://1befdf600173:33251/', 'http://1befdf600173:33187/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:34:31,572: +SERVICE [/amcl/set_logger_level] /amcl http://1befdf600173:33187/
[rosmaster.master][INFO] 2023-06-29 19:34:31,584: +SUB [/clock] /amcl http://1befdf600173:33187/
[rosmaster.master][INFO] 2023-06-29 19:34:31,586: +PUB [/diagnostics] /amcl http://1befdf600173:33187/
[rosmaster.master][INFO] 2023-06-29 19:34:31,586: +CACHEDPARAM [/amcl/diagnostic_period] by /amcl
[rosmaster.master][INFO] 2023-06-29 19:34:31,751: +PUB [/rosout] /move_base http://1befdf600173:38971/
[rosmaster.master][INFO] 2023-06-29 19:34:31,752: +SERVICE [/move_base/get_loggers] /move_base http://1befdf600173:38971/
[rosmaster.master][INFO] 2023-06-29 19:34:31,757: +SERVICE [/move_base/set_logger_level] /move_base http://1befdf600173:38971/
[rosmaster.master][INFO] 2023-06-29 19:34:31,776: publisherUpdate[/rosout] -> http://1befdf600173:42213/ ['http://1befdf600173:42565/', 'http://1befdf600173:33251/', 'http://1befdf600173:33187/', 'http://1befdf600173:38971/']
[rosmaster.master][INFO] 2023-06-29 19:34:31,782: publisherUpdate[/rosout] -> http://1befdf600173:42213/ ['http://1befdf600173:42565/', 'http://1befdf600173:33251/', 'http://1befdf600173:33187/', 'http://1befdf600173:38971/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:34:31,794: +SUB [/clock] /move_base http://1befdf600173:38971/
[rosmaster.master][INFO] 2023-06-29 19:34:31,866: +SUB [/tf] /move_base http://1befdf600173:38971/
[rosmaster.master][INFO] 2023-06-29 19:34:31,901: +SUB [/tf_static] /move_base http://1befdf600173:38971/
[rosmaster.master][INFO] 2023-06-29 19:34:31,914: +PUB [/rosout] /tf2_web_republisher http://1befdf600173:45973/
[rosmaster.master][INFO] 2023-06-29 19:34:31,917: +SERVICE [/tf2_web_republisher/get_loggers] /tf2_web_republisher http://1befdf600173:45973/
[rosmaster.master][INFO] 2023-06-29 19:34:31,918: +SERVICE [/tf2_web_republisher/set_logger_level] /tf2_web_republisher http://1befdf600173:45973/
[rosmaster.master][INFO] 2023-06-29 19:34:31,921: +SUB [/clock] /tf2_web_republisher http://1befdf600173:45973/
[rosmaster.master][INFO] 2023-06-29 19:34:31,950: +SUB [/tf] /tf2_web_republisher http://1befdf600173:45973/
[rosmaster.master][INFO] 2023-06-29 19:34:31,955: +SUB [/tf_static] /tf2_web_republisher http://1befdf600173:45973/
[rosmaster.master][INFO] 2023-06-29 19:34:31,956: +SERVICE [/republish_tfs] /tf2_web_republisher http://1befdf600173:45973/
[rosmaster.master][INFO] 2023-06-29 19:34:31,973: +PUB [/tf2_web_republisher/result] /tf2_web_republisher http://1befdf600173:45973/
[rosmaster.master][INFO] 2023-06-29 19:34:31,979: +PUB [/tf2_web_republisher/feedback] /tf2_web_republisher http://1befdf600173:45973/
[rosmaster.master][INFO] 2023-06-29 19:34:31,983: +PUB [/rosout] /run_robot_pose_publisher http://1befdf600173:40487/
[rosmaster.master][INFO] 2023-06-29 19:34:31,987: +SERVICE [/run_robot_pose_publisher/get_loggers] /run_robot_pose_publisher http://1befdf600173:40487/
[rosmaster.master][INFO] 2023-06-29 19:34:31,988: +SERVICE [/run_robot_pose_publisher/set_logger_level] /run_robot_pose_publisher http://1befdf600173:40487/
[rosmaster.master][INFO] 2023-06-29 19:34:31,991: +SUB [/clock] /run_robot_pose_publisher http://1befdf600173:40487/
[rosmaster.master][INFO] 2023-06-29 19:34:31,996: publisherUpdate[/rosout] -> http://1befdf600173:42213/ ['http://1befdf600173:42565/', 'http://1befdf600173:33251/', 'http://1befdf600173:33187/', 'http://1befdf600173:38971/', 'http://1befdf600173:45973/']
[rosmaster.master][INFO] 2023-06-29 19:34:32,004: +PUB [/robot_pose] /run_robot_pose_publisher http://1befdf600173:40487/
[rosmaster.master][INFO] 2023-06-29 19:34:32,007: +SUB [/tf] /run_robot_pose_publisher http://1befdf600173:40487/
[rosmaster.master][INFO] 2023-06-29 19:34:32,028: publisherUpdate[/rosout] -> http://1befdf600173:42213/ ['http://1befdf600173:42565/', 'http://1befdf600173:33251/', 'http://1befdf600173:33187/', 'http://1befdf600173:38971/', 'http://1befdf600173:45973/']: sec=0.03, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:34:32,030: publisherUpdate[/rosout] -> http://1befdf600173:42213/ ['http://1befdf600173:42565/', 'http://1befdf600173:33251/', 'http://1befdf600173:33187/', 'http://1befdf600173:38971/', 'http://1befdf600173:45973/', 'http://1befdf600173:40487/']
[rosmaster.master][INFO] 2023-06-29 19:34:32,030: +PUB [/cmd_vel] /move_base http://1befdf600173:38971/
[rosmaster.master][INFO] 2023-06-29 19:34:32,031: +PUB [/tf2_web_republisher/status] /tf2_web_republisher http://1befdf600173:45973/
[rosmaster.master][INFO] 2023-06-29 19:34:32,031: publisherUpdate[/rosout] -> http://1befdf600173:42213/ ['http://1befdf600173:42565/', 'http://1befdf600173:33251/', 'http://1befdf600173:33187/', 'http://1befdf600173:38971/', 'http://1befdf600173:45973/', 'http://1befdf600173:40487/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2023-06-29 19:34:32,050: +PUB [/move_base/current_goal] /move_base http://1befdf600173:38971/
[rosmaster.master][INFO] 2023-06-29 19:34:32,053: +PUB [/move_base/goal] /move_base http://1befdf600173:38971/
[rosmaster.master][INFO] 2023-06-29 19:34:32,056: +SUB [/tf2_web_republisher/goal] /tf2_web_republisher http://1befdf600173:45973/
[rosmaster.master][INFO] 2023-06-29 19:34:32,058: +PUB [/move_base/recovery_status] /move_base http://1befdf600173:38971/
[rosmaster.master][INFO] 2023-06-29 19:34:32,067: +SUB [/tf_static] /run_robot_pose_publisher http://1befdf600173:40487/
[rosmaster.master][INFO] 2023-06-29 19:34:32,070: +SUB [/tf2_web_republisher/cancel] /tf2_web_republisher http://1befdf600173:45973/
[rosmaster.master][INFO] 2023-06-29 19:34:32,071: +SUB [/move_base_simple/goal] /move_base http://1befdf600173:38971/
[rosmaster.master][INFO] 2023-06-29 19:34:32,231: +PUB [/tf] /amcl http://1befdf600173:33187/
[rosmaster.master][INFO] 2023-06-29 19:34:32,240: +SUB [/tf] /amcl http://1befdf600173:33187/
[rosmaster.master][INFO] 2023-06-29 19:34:32,261: publisherUpdate[/tf] -> http://1befdf600173:38971/ ['http://1befdf600173:42565/', 'http://1befdf600173:33187/']
[rosmaster.master][INFO] 2023-06-29 19:34:32,286: publisherUpdate[/tf] -> http://1befdf600173:45973/ ['http://1befdf600173:42565/', 'http://1befdf600173:33187/']
[rosmaster.master][INFO] 2023-06-29 19:34:32,287: publisherUpdate[/tf] -> http://1befdf600173:40487/ ['http://1befdf600173:42565/', 'http://1befdf600173:33187/']
[rosmaster.master][INFO] 2023-06-29 19:34:32,321: +SUB [/tf_static] /amcl http://1befdf600173:33187/
